,EquipGrp,Grade,GradeT,DisplayStat,StatT,Chance,Duration,MinLvl,MaxLvl,StatValue
1632,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,MaxMP,Flat,1.0,0,91,100,200
1633,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,MaxMP,Flat,1.0,0,101,110,220
1634,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,MaxMP,Flat,1.0,0,111,300,240
1635,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,STR%,Perc,1.0,0,0,20,2%
1636,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,STR%,Perc,1.0,0,21,50,3%
1637,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,STR%,Perc,1.0,0,51,90,4%
1638,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,STR%,Perc,1.0,0,91,300,5%
1639,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,DEX%,Perc,1.0,0,0,20,2%
1640,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,DEX%,Perc,1.0,0,21,50,3%
1641,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,DEX%,Perc,1.0,0,51,90,4%
1642,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,DEX%,Perc,1.0,0,91,300,5%
1643,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,INT%,Perc,1.0,0,0,20,2%
1644,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,INT%,Perc,1.0,0,21,50,3%
1645,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,INT%,Perc,1.0,0,51,90,4%
1646,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,INT%,Perc,1.0,0,91,300,5%
1647,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,LUK%,Perc,1.0,0,0,20,2%
1648,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,LUK%,Perc,1.0,0,21,50,3%
1649,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,LUK%,Perc,1.0,0,51,90,4%
1650,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,LUK%,Perc,1.0,0,91,300,5%
1651,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,MaxHP%,Perc,1.0,0,0,20,2%
1652,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,MaxHP%,Perc,1.0,0,21,50,3%
1653,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,MaxHP%,Perc,1.0,0,51,90,5%
1654,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,MaxHP%,Perc,1.0,0,91,300,7%
1655,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,MaxMP%,Perc,1.0,0,0,20,2%
1656,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,MaxMP%,Perc,1.0,0,21,50,3%
1657,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,MaxMP%,Perc,1.0,0,51,90,5%
1658,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,MaxMP%,Perc,1.0,0,91,300,7%
1659,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,DEF%,Perc,1.0,0,0,20,2%
1660,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,DEF%,Perc,1.0,0,21,50,3%
1661,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,DEF%,Perc,1.0,0,51,90,5%
1662,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,DEF%,Perc,1.0,0,91,300,7%
1663,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,All Stats%,Perc,1.0,0,0,20,1%
1664,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,All Stats%,Perc,1.0,0,21,50,2%
1665,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,All Stats%,Perc,1.0,0,51,90,3%
1666,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,All Stats%,Perc,1.0,0,91,300,4%
1667,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,Skills and Potion HP Recovery,Flat,1.0,0,0,20,5%
1668,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,Skills and Potion HP Recovery,Flat,1.0,0,21,50,10%
1669,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,Skills and Potion HP Recovery,Flat,1.0,0,51,90,15%
1670,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,Skills and Potion HP Recovery,Flat,1.0,0,91,300,20%
1671,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,STR +1 per 10 Character Levels,Flat,1.0,0, 30 ,300,0
1672,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,DEX +1 per 10 Character Levels,Flat,1.0,0, 30 ,300,0
1673,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,INT +1 per 10 Character Levels,Flat,1.0,0, 30 ,300,0
1674,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Unique,Prime,LUK +1 per 10 Character Levels,Flat,1.0,0, 30 ,300,0
1675,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,STR,Flat,1.0,0,0,20,8
1676,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,STR,Flat,1.0,0,21,40,10
1677,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,STR,Flat,1.0,0,41,50,12
1678,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,STR,Flat,1.0,0,51,70,14
1679,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,STR,Flat,1.0,0,71,90,16
1680,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,STR,Flat,1.0,0,91,300,18
1681,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,DEX,Flat,1.0,0,0,20,8
1682,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,DEX,Flat,1.0,0,21,40,10
1683,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,DEX,Flat,1.0,0,41,50,12
1684,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,DEX,Flat,1.0,0,51,70,14
1685,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,DEX,Flat,1.0,0,71,90,16
1686,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,DEX,Flat,1.0,0,91,300,18
1687,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,INT,Flat,1.0,0,0,20,8
1688,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,INT,Flat,1.0,0,21,40,10
1689,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,INT,Flat,1.0,0,41,50,12
1690,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,INT,Flat,1.0,0,51,70,14
1691,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,INT,Flat,1.0,0,71,90,16
1692,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,INT,Flat,1.0,0,91,300,18
1693,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,LUK,Flat,1.0,0,0,20,8
1694,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,LUK,Flat,1.0,0,21,40,10
1695,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,LUK,Flat,1.0,0,41,50,12
1696,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,LUK,Flat,1.0,0,51,70,14
1697,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,LUK,Flat,1.0,0,71,90,16
1698,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,LUK,Flat,1.0,0,91,300,18
1699,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,Weapon ATT,Flat,1.0,0,0,20,8
1700,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,Weapon ATT,Flat,1.0,0,21,50,10
1701,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,Weapon ATT,Flat,1.0,0,51,90,12
1702,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,Weapon ATT,Flat,1.0,0,91,300,14
1703,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,Magic ATT,Flat,1.0,0,0,20,8
1704,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,Magic ATT,Flat,1.0,0,21,50,10
1705,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,Magic ATT,Flat,1.0,0,51,90,12
1706,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,Magic ATT,Flat,1.0,0,91,300,14
1707,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,DEF,Flat,1.0,0,0,20,20
1708,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,DEF,Flat,1.0,0,21,50,50
1709,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,DEF,Flat,1.0,0,51,90,100
1710,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,DEF,Flat,1.0,0,91,300,200
1711,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,MaxHP,Flat,1.0,0,0,10,25
1712,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,MaxHP,Flat,1.0,0,11,20,50
1713,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,MaxHP,Flat,1.0,0,21,30,75
1714,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,MaxHP,Flat,1.0,0,31,40,100
1715,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,MaxHP,Flat,1.0,0,41,50,125
1716,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,MaxHP,Flat,1.0,0,51,60,150
1717,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,MaxHP,Flat,1.0,0,61,70,175
1718,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,MaxHP,Flat,1.0,0,71,80,200
1719,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,MaxHP,Flat,1.0,0,81,90,225
1720,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,MaxHP,Flat,1.0,0,91,100,250
1721,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,MaxHP,Flat,1.0,0,101,110,275
1722,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,MaxHP,Flat,1.0,0,11,300,300
1723,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,MaxMP,Flat,1.0,0,0,10,25
1724,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,MaxMP,Flat,1.0,0,11,20,50
1725,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,MaxMP,Flat,1.0,0,21,30,75
1726,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,MaxMP,Flat,1.0,0,31,40,100
1727,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,MaxMP,Flat,1.0,0,41,50,125
1728,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,MaxMP,Flat,1.0,0,51,60,150
1729,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,MaxMP,Flat,1.0,0,61,70,175
1730,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,MaxMP,Flat,1.0,0,71,80,200
1731,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,MaxMP,Flat,1.0,0,81,90,225
1732,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,MaxMP,Flat,1.0,0,91,100,250
1733,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,MaxMP,Flat,1.0,0,101,110,275
1734,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,MaxMP,Flat,1.0,0,111,300,300
1735,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,STR%,Perc,1.0,0,0,20,3%
1736,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,STR%,Perc,1.0,0,21,50,4%
1737,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,STR%,Perc,1.0,0,51,90,5%
1738,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,STR%,Perc,1.0,0,91,300,7%
1739,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,DEX%,Perc,1.0,0,0,20,3%
1740,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,DEX%,Perc,1.0,0,21,50,4%
1741,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,DEX%,Perc,1.0,0,51,90,5%
1742,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,DEX%,Perc,1.0,0,91,300,7%
1743,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,INT%,Perc,1.0,0,0,20,3%
1744,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,INT%,Perc,1.0,0,21,50,4%
1745,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,INT%,Perc,1.0,0,51,90,5%
1746,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,INT%,Perc,1.0,0,91,300,7%
1747,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,LUK%,Perc,1.0,0,0,20,3%
1748,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,LUK%,Perc,1.0,0,21,50,4%
1749,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,LUK%,Perc,1.0,0,51,90,5%
1750,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,LUK%,Perc,1.0,0,91,300,7%
1751,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,MaxHP%,Perc,1.0,0,0,20,3%
1752,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,MaxHP%,Perc,1.0,0,21,50,5%
1753,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,MaxHP%,Perc,1.0,0,51,90,7%
1754,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,MaxHP%,Perc,1.0,0,91,300,10%
1755,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,MaxMP%,Perc,1.0,0,0,20,3%
1756,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,MaxMP%,Perc,1.0,0,21,50,5%
1757,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,MaxMP%,Perc,1.0,0,51,90,7%
1758,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,MaxMP%,Perc,1.0,0,91,300,10%
1759,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,DEF%,Perc,1.0,0,0,20,3%
1760,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,DEF%,Perc,1.0,0,21,50,5%
1761,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,DEF%,Perc,1.0,0,51,90,7%
1762,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,DEF%,Perc,1.0,0,91,300,10%
1763,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,All Stats%,Perc,1.0,0,0,20,2%
1764,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,All Stats%,Perc,1.0,0,21,50,3%
1765,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,All Stats%,Perc,1.0,0,51,90,4%
1766,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,All Stats%,Perc,1.0,0,91,300,5%
1767,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,Skill MP Cost Reduction,Flat,1.0,0,0,20,-3%
1768,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,Skill MP Cost Reduction,Flat,1.0,0,21,50,-5%
1769,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,Skill MP Cost Reduction,Flat,1.0,0,51,90,-7%
1770,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,Skill MP Cost Reduction,Flat,1.0,0,91,300,-10%
1771,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,STR +2 per 10 Character Levels,Flat,1.0,0, 30 ,300,0
1772,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,DEX +2 per 10 Character Levels,Flat,1.0,0, 30 ,300,0
1773,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,INT +2 per 10 Character Levels,Flat,1.0,0, 30 ,300,0
1774,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,LUK +2 per 10 Character Levels,Flat,1.0,0, 30 ,300,0
1775,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,Mesos Obtained%,Perc,1.0,0,0,20,2%
1776,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,Mesos Obtained%,Perc,1.0,0,21,50,3%
1777,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,Mesos Obtained%,Perc,1.0,0,51,90,4%
1778,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,Mesos Obtained%,Perc,1.0,0,91,300,5%
1779,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,Item Drop Rate%,Perc,1.0,0,0,20,2%
1780,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,Item Drop Rate%,Perc,1.0,0,21,50,3%
1781,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,Item Drop Rate%,Perc,1.0,0,51,90,4%
1782,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,Item Drop Rate%,Perc,1.0,0,91,300,5%
1783,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,Skills and Potion HP Recovery,Flat,1.0,0,0,20,10%
1784,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,Skills and Potion HP Recovery,Flat,1.0,0,21,50,15%
1785,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,Skills and Potion HP Recovery,Flat,1.0,0,51,90,20%
1786,Face Accessory; Eye Accessory; Ring; Earring; Pendant,Legendary,Prime,Skills and Potion HP Recovery,Flat,1.0,0,91,300,30%
1787,Mechanical Heart; Badge,Rare,Non prime,STR,Flat,1.0,0,0,20,1
1788,Mechanical Heart; Badge,Rare,Non prime,STR,Flat,1.0,0,21,40,2
1789,Mechanical Heart; Badge,Rare,Non prime,STR,Flat,1.0,0,41,50,3
1790,Mechanical Heart; Badge,Rare,Non prime,STR,Flat,1.0,0,51,70,4
1791,Mechanical Heart; Badge,Rare,Non prime,STR,Flat,1.0,0,71,90,5
1792,Mechanical Heart; Badge,Rare,Non prime,STR,Flat,1.0,0,91,300,6
1793,Mechanical Heart; Badge,Rare,Non prime,DEX,Flat,1.0,0,0,20,1
1794,Mechanical Heart; Badge,Rare,Non prime,DEX,Flat,1.0,0,21,40,2
1795,Mechanical Heart; Badge,Rare,Non prime,DEX,Flat,1.0,0,41,50,3
1796,Mechanical Heart; Badge,Rare,Non prime,DEX,Flat,1.0,0,51,70,4
1797,Mechanical Heart; Badge,Rare,Non prime,DEX,Flat,1.0,0,71,90,5
1798,Mechanical Heart; Badge,Rare,Non prime,DEX,Flat,1.0,0,91,300,6
1799,Mechanical Heart; Badge,Rare,Non prime,INT,Flat,1.0,0,0,20,1
1800,Mechanical Heart; Badge,Rare,Non prime,INT,Flat,1.0,0,21,40,2
1801,Mechanical Heart; Badge,Rare,Non prime,INT,Flat,1.0,0,41,50,3
1802,Mechanical Heart; Badge,Rare,Non prime,INT,Flat,1.0,0,51,70,4
1803,Mechanical Heart; Badge,Rare,Non prime,INT,Flat,1.0,0,71,90,5
1804,Mechanical Heart; Badge,Rare,Non prime,INT,Flat,1.0,0,91,300,6
1805,Mechanical Heart; Badge,Rare,Non prime,LUK,Flat,1.0,0,0,20,1
1806,Mechanical Heart; Badge,Rare,Non prime,LUK,Flat,1.0,0,21,40,2
1807,Mechanical Heart; Badge,Rare,Non prime,LUK,Flat,1.0,0,41,50,3
1808,Mechanical Heart; Badge,Rare,Non prime,LUK,Flat,1.0,0,51,70,4
1809,Mechanical Heart; Badge,Rare,Non prime,LUK,Flat,1.0,0,71,90,5
1810,Mechanical Heart; Badge,Rare,Non prime,LUK,Flat,1.0,0,91,300,6
1811,Mechanical Heart; Badge,Rare,Non prime,Weapon ATT,Flat,1.0,0,0,50,1
1812,Mechanical Heart; Badge,Rare,Non prime,Weapon ATT,Flat,1.0,0,51,100,2
1813,Mechanical Heart; Badge,Rare,Non prime,Weapon ATT,Flat,1.0,0,101,300,3
1814,Mechanical Heart; Badge,Rare,Non prime,Magic ATT,Flat,1.0,0,0,50,1
1815,Mechanical Heart; Badge,Rare,Non prime,Magic ATT,Flat,1.0,0,51,100,2
1816,Mechanical Heart; Badge,Rare,Non prime,Magic ATT,Flat,1.0,0,101,300,3
1817,Mechanical Heart; Badge,Rare,Non prime,Speed,Flat,1.0,0,0,30,1
1818,Mechanical Heart; Badge,Rare,Non prime,Speed,Flat,1.0,0,31,70,2
1819,Mechanical Heart; Badge,Rare,Non prime,Speed,Flat,1.0,0,71,110,3
1820,Mechanical Heart; Badge,Rare,Non prime,Speed,Flat,1.0,0,111,300,4
1821,Mechanical Heart; Badge,Rare,Non prime,Jump,Flat,1.0,0,0,30,1
1822,Mechanical Heart; Badge,Rare,Non prime,Jump,Flat,1.0,0,31,70,2
1823,Mechanical Heart; Badge,Rare,Non prime,Jump,Flat,1.0,0,71,110,3
1824,Mechanical Heart; Badge,Rare,Non prime,Jump,Flat,1.0,0,111,300,4
1825,Mechanical Heart; Badge,Rare,Non prime,MaxHP,Flat,1.0,0,0,10,5
1826,Mechanical Heart; Badge,Rare,Non prime,MaxHP,Flat,1.0,0,11,20,10
1827,Mechanical Heart; Badge,Rare,Non prime,MaxHP,Flat,1.0,0,21,30,15
1828,Mechanical Heart; Badge,Rare,Non prime,MaxHP,Flat,1.0,0,31,40,20
1829,Mechanical Heart; Badge,Rare,Non prime,MaxHP,Flat,1.0,0,41,50,25
1830,Mechanical Heart; Badge,Rare,Non prime,MaxHP,Flat,1.0,0,51,60,30
1831,Mechanical Heart; Badge,Rare,Non prime,MaxHP,Flat,1.0,0,61,70,35
1832,Mechanical Heart; Badge,Rare,Non prime,MaxHP,Flat,1.0,0,71,80,40
1833,Mechanical Heart; Badge,Rare,Non prime,MaxHP,Flat,1.0,0,81,90,45
1834,Mechanical Heart; Badge,Rare,Non prime,MaxHP,Flat,1.0,0,91,100,50
1835,Mechanical Heart; Badge,Rare,Non prime,MaxHP,Flat,1.0,0,101,110,55
1836,Mechanical Heart; Badge,Rare,Non prime,MaxHP,Flat,1.0,0,111,300,60
1837,Mechanical Heart; Badge,Rare,Non prime,MaxMP,Flat,1.0,0,0,10,5
1838,Mechanical Heart; Badge,Rare,Non prime,MaxMP,Flat,1.0,0,11,20,10
1839,Mechanical Heart; Badge,Rare,Non prime,MaxMP,Flat,1.0,0,21,30,15
1840,Mechanical Heart; Badge,Rare,Non prime,MaxMP,Flat,1.0,0,31,40,20
1841,Mechanical Heart; Badge,Rare,Non prime,MaxMP,Flat,1.0,0,41,50,25
1842,Mechanical Heart; Badge,Rare,Non prime,MaxMP,Flat,1.0,0,51,60,30
1843,Mechanical Heart; Badge,Rare,Non prime,MaxMP,Flat,1.0,0,61,70,35
1844,Mechanical Heart; Badge,Rare,Non prime,MaxMP,Flat,1.0,0,71,80,40
1845,Mechanical Heart; Badge,Rare,Non prime,MaxMP,Flat,1.0,0,81,90,45
1846,Mechanical Heart; Badge,Rare,Non prime,MaxMP,Flat,1.0,0,91,100,50
1847,Mechanical Heart; Badge,Rare,Non prime,MaxMP,Flat,1.0,0,101,110,55
1848,Mechanical Heart; Badge,Rare,Non prime,MaxMP,Flat,1.0,0,111,300,60
1849,Mechanical Heart; Badge,Rare,Non prime,DEF,Flat,1.0,0,0,10,5
1850,Mechanical Heart; Badge,Rare,Non prime,DEF,Flat,1.0,0,11,20,10
1851,Mechanical Heart; Badge,Rare,Non prime,DEF,Flat,1.0,0,21,30,15
1852,Mechanical Heart; Badge,Rare,Non prime,DEF,Flat,1.0,0,31,40,20
1853,Mechanical Heart; Badge,Rare,Non prime,DEF,Flat,1.0,0,41,50,25
1854,Mechanical Heart; Badge,Rare,Non prime,DEF,Flat,1.0,0,51,60,30
1855,Mechanical Heart; Badge,Rare,Non prime,DEF,Flat,1.0,0,61,70,35
1856,Mechanical Heart; Badge,Rare,Non prime,DEF,Flat,1.0,0,71,80,40
1857,Mechanical Heart; Badge,Rare,Non prime,DEF,Flat,1.0,0,81,90,45
1858,Mechanical Heart; Badge,Rare,Non prime,DEF,Flat,1.0,0,91,100,50
1859,Mechanical Heart; Badge,Rare,Non prime,DEF,Flat,1.0,0,101,110,55
1860,Mechanical Heart; Badge,Rare,Non prime,DEF,Flat,1.0,0,111,300,60
1861,Mechanical Heart; Badge,Rare,Prime,STR,Flat,1.0,0,0,20,2
1862,Mechanical Heart; Badge,Rare,Prime,STR,Flat,1.0,0,21,50,4
1863,Mechanical Heart; Badge,Rare,Prime,STR,Flat,1.0,0,51,70,6
1864,Mechanical Heart; Badge,Rare,Prime,STR,Flat,1.0,0,71,90,8
1865,Mechanical Heart; Badge,Rare,Prime,STR,Flat,1.0,0,91,300,10
1866,Mechanical Heart; Badge,Rare,Prime,DEX,Flat,1.0,0,0,20,2
1867,Mechanical Heart; Badge,Rare,Prime,DEX,Flat,1.0,0,21,50,4
1868,Mechanical Heart; Badge,Rare,Prime,DEX,Flat,1.0,0,51,70,6
1869,Mechanical Heart; Badge,Rare,Prime,DEX,Flat,1.0,0,71,90,8
1870,Mechanical Heart; Badge,Rare,Prime,DEX,Flat,1.0,0,91,300,10
1871,Mechanical Heart; Badge,Rare,Prime,INT,Flat,1.0,0,0,20,2
1872,Mechanical Heart; Badge,Rare,Prime,INT,Flat,1.0,0,21,50,4
1873,Mechanical Heart; Badge,Rare,Prime,INT,Flat,1.0,0,51,70,6
1874,Mechanical Heart; Badge,Rare,Prime,INT,Flat,1.0,0,71,90,8
1875,Mechanical Heart; Badge,Rare,Prime,INT,Flat,1.0,0,91,300,10
1876,Mechanical Heart; Badge,Rare,Prime,LUK,Flat,1.0,0,0,20,2
1877,Mechanical Heart; Badge,Rare,Prime,LUK,Flat,1.0,0,21,50,4
